"FileName","SiteName","LibraryName","FileURL","SIT_Type","DetectionCount","SampleMatches","ConfidenceLevel","FileSize","Created","ScanTimestamp","DetectionMethod"
"BenefitsEnrollment_EMP-10014_2025-08-21.pdf","HR-Simulation","Shared Documents","Items.1.001.Lab05c_Export_2025_12_27_175930.zip\SharePoint\Items\2c8b9a6ba3fd495daebc8fcfe473f987.pdf","U.S. Social Security Number (SSN)","1","[Graph API export - content not included]","High","700","2025-12-23T07:20:11Z","2025-12-27 18:05:20","Graph API eDiscovery"
"BenefitsEnrollment_EMP-10046_2025-10-22.pdf","HR-Simulation","Shared Documents","Items.1.001.Lab05c_Export_2025_12_27_175930.zip\SharePoint\Items\9474c139f0044aacbb9130a9f05bf5c6.pdf","U.S. Social Security Number (SSN)","1","[Graph API export - content not included]","High","729","2025-12-23T07:20:16Z","2025-12-27 18:05:20","Graph API eDiscovery"
"BenefitsEnrollment_EMP-10049_2025-09-07.xlsx","HR-Simulation","Shared Documents","Items.1.001.Lab05c_Export_2025_12_27_175930.zip\SharePoint\Items\5cf4073b239d4ee48aeeda4a2efacd9a.xlsx","U.S. Social Security Number (SSN)","1","[Graph API export - content not included]","High","705","2025-12-23T07:20:18Z","2025-12-27 18:05:20","Graph API eDiscovery"
"BenefitsEnrollment_EMP-10048_2025-11-20.docx","HR-Simulation","Shared Documents","Items.1.001.Lab05c_Export_2025_12_27_175930.zip\SharePoint\Items\e0c879fe5df4473e820ec5138ed45fa9.docx","U.S. Social Security Number (SSN)","1","[Graph API export - content not included]","High","699","2025-12-23T07:20:17Z","2025-12-27 18:05:20","Graph API eDiscovery"
"BackgroundCheck_00029_2025-02-25.pdf","Legal-Simulation","Shared Documents","Items.1.001.Lab05c_Export_2025_12_27_175930.zip\SharePoint\Items\fc74227c11c94707812ccd4975e865c5.pdf","U.S. Individual Taxpayer Identification Number (ITIN)","1","[Graph API export - content not included]","High","520","2025-12-23T07:30:55Z","2025-12-27 18:05:20","Graph API eDiscovery"
"BackgroundCheck_00029_2025-02-25.pdf","Legal-Simulation","Shared Documents","Items.1.001.Lab05c_Export_2025_12_27_175930.zip\SharePoint\Items\fc74227c11c94707812ccd4975e865c5.pdf","U.S. Driver's License Number","1","[Graph API export - content not included]","High","520","2025-12-23T07:30:55Z","2025-12-27 18:05:20","Graph API eDiscovery"
"BenefitsEnrollment_EMP-10009_2025-10-22.docx","HR-Simulation","Shared Documents","Items.1.001.Lab05c_Export_2025_12_27_175930.zip\SharePoint\Items\bc0096fd809f44b6aa6e00ab10d71d77.docx","U.S. Social Security Number (SSN)","1","[Graph API export - content not included]","High","716","2025-12-23T07:20:09Z","2025-12-27 18:05:20","Graph API eDiscovery"
"BackgroundCheck_00027_2025-05-16.pdf","Legal-Simulation","Shared Documents","Items.1.001.Lab05c_Export_2025_12_27_175930.zip\SharePoint\Items\1ee9f0d5d0044409962d2f90349757d1.pdf","U.S. Individual Taxpayer Identification Number (ITIN)","1","[Graph API export - content not included]","High","520","2025-12-23T07:30:54Z","2025-12-27 18:05:20","Graph API eDiscovery"
"BackgroundCheck_00027_2025-05-16.pdf","Legal-Simulation","Shared Documents","Items.1.001.Lab05c_Export_2025_12_27_175930.zip\SharePoint\Items\1ee9f0d5d0044409962d2f90349757d1.pdf","U.S. Driver's License Number","1","[Graph API export - content not included]","High","520","2025-12-23T07:30:54Z","2025-12-27 18:05:20","Graph API eDiscovery"
"BenefitsEnrollment_EMP-10037_2025-11-22.txt","HR-Simulation","Shared Documents","Items.1.001.Lab05c_Export_2025_12_27_175930.zip\SharePoint\Items\9c87508f622e49a7b4cc653b43f867a4.txt","U.S. Social Security Number (SSN)","1","[Graph API export - content not included]","High","729","2025-12-23T07:20:13Z","2025-12-27 18:05:20","Graph API eDiscovery"
